,S_2px
-62.504,2.616e-06
-62.494,4.2e-06
-62.484,6.64e-06
-62.474,1.036e-05
-62.464,1.608e-05
-62.454,2.464e-05
-62.444,3.74e-05
-62.434,5.6e-05
-62.424,8.32e-05
-62.414,0.0001224
-62.404,0.000178
-62.394,0.000256
-62.384,0.0003644
-62.374,0.000512
-62.364,0.000716
-62.354,0.000984
-62.344,0.001344
-62.334,0.001812
-62.324,0.002416
-62.314,0.003192
-62.304,0.00416
-62.294,0.0054
-62.284,0.00688
-62.274,0.00872
-62.264,0.01092
-62.254,0.01352
-62.244,0.01656
-62.234,0.02008
-62.224,0.02408
-62.214,0.0286
-62.204,0.03356
-62.194,0.039
-62.184,0.0448
-62.174,0.0508
-62.164,0.0572
-62.154,0.0636
-62.144,0.0704
-62.134,0.0764
-62.124,0.0824
-62.114,0.088
-62.104,0.0928
-62.094,0.0968
-62.084,0.1
-62.074,0.1024
-62.064,0.1032
-62.054,0.1032
-62.044,0.1024
-62.034,0.1
-62.024,0.0972
-62.014,0.0928
-62.004,0.088
-61.994,0.0828
-61.984,0.0768
-61.974,0.0704
-61.964,0.064
-61.954,0.0576
-61.944,0.0512
-61.934,0.0448
-61.924,0.03912
-61.914,0.03368
-61.904,0.02868
-61.894,0.02416
-61.884,0.02016
-61.874,0.01664
-61.864,0.01356
-61.854,0.01096
-61.844,0.00876
-61.834,0.00692
-61.824,0.0054
-61.814,0.0042
-61.804,0.0032
-61.794,0.00242
-61.784,0.001812
-61.774,0.001344
-61.764,0.000984
-61.754,0.000716
-61.744,0.000512
-61.734,0.000364
-61.724,0.0002556
-61.714,0.0001776
-61.704,0.000122
-61.694,8.28e-05
-61.684,5.6e-05
-61.674,3.712e-05
-61.664,2.444e-05
-61.654,1.592e-05
-61.644,1.028e-05
-61.634,6.56e-06
-61.624,4.12e-06
-61.614,2.576e-06
-61.604,1.588e-06
-61.594,9.72e-07
-61.584,5.88e-07
-61.574,3.508e-07
-61.564,2.072e-07
-61.554,1.212e-07
-61.544,7e-08
-61.534,4e-08
-61.524,2.276e-08
-61.514,1.276e-08
-61.504,7.08e-09
-61.494,3.88e-09
-61.484,2.104e-09
-61.474,1.128e-09
-61.464,6e-10
-61.454,3.152e-10
-61.444,1.636e-10
-61.434,8.4e-11
-61.424,4.28e-11
-61.414,2.156e-11
-61.404,1.072e-11
-61.394,5.28e-12
-61.384,2.572e-12
-61.374,1.152e-12
-61.364,5.48e-13
-61.354,0.0
-61.344,0.0
-61.334,0.0
-61.324,0.0
-61.314,0.0
-61.304,0.0
-61.294,0.0
-61.284,0.0
-61.274,0.0
-61.264,0.0
-61.254,0.0
-61.244,0.0
-61.234,0.0
-61.224,0.0
-61.214,0.0
-61.204,0.0
-61.194,0.0
-61.184,0.0
-61.174,0.0
-61.164,0.0
