,Mo_4dx2-y2
-62.4721,2.137946e-06
-62.46210000000001,3.4436379999999985e-06
-62.4521,5.483874999999998e-06
-62.442099999999996,8.636307e-06
-62.432100000000005,1.34593e-05
-62.4221,2.0729669999999997e-05
-62.412099999999995,3.170969999999999e-05
-62.402100000000004,4.785643999999999e-05
-62.3921,7.155859999999998e-05
-62.382099999999994,0.00010585160000000001
-62.3721,0.00015498400000000005
-62.3621,0.00022478419999999994
-62.35210000000001,0.00032181590000000007
-62.3421,0.00045714999999999997
-62.3321,0.0006426940000000003
-62.322100000000006,0.0008937250000000002
-62.3121,0.0012304600000000003
-62.302099999999996,0.001676847
-62.292100000000005,0.0022573199999999997
-62.2821,0.0030194800000000006
-62.272099999999995,0.003992239999999999
-62.262100000000004,0.0052327499999999996
-62.2521,0.006781999999999998
-62.24209999999999,0.008703690000000002
-62.2321,0.011064000000000001
-62.2221,0.013926099999999995
-62.21210000000001,0.017360700000000007
-62.2021,0.021468
-62.192099999999996,0.026233300000000005
-62.182100000000005,0.03181480000000001
-62.1721,0.0381384
-62.162099999999995,0.045322000000000015
-62.152100000000004,0.053330999999999996
-62.1421,0.062333000000000006
-62.132099999999994,0.07211899999999999
-62.1221,0.08260200000000001
-62.1121,0.09383999999999997
-62.10210000000001,0.10571500000000002
-62.0921,0.11805700000000004
-62.0821,0.13053700000000004
-62.072100000000006,0.14323999999999998
-62.0621,0.15585
-62.052099999999996,0.16805999999999996
-62.042100000000005,0.17978000000000002
-62.0321,0.19065000000000007
-62.022099999999995,0.20061999999999997
-62.012100000000004,0.20923999999999998
-62.0021,0.21654999999999994
-61.99209999999999,0.22215999999999994
-61.9821,0.2262
-61.9721,0.2283799999999999
-61.96210000000001,0.22875
-61.9521,0.22716000000000008
-61.942099999999996,0.22389000000000003
-61.932100000000005,0.2187699999999999
-61.9221,0.21220000000000006
-61.912099999999995,0.20404000000000003
-61.902100000000004,0.19463000000000005
-61.8921,0.1841899999999999
-61.882099999999994,0.17292000000000005
-61.8721,0.16108999999999998
-61.8621,0.14884000000000003
-61.85210000000001,0.13639000000000004
-61.8421,0.12408899999999998
-61.8321,0.11200399999999998
-61.822100000000006,0.10038799999999995
-61.8121,0.089262
-61.802099999999996,0.07884199999999998
-61.792100000000005,0.06916900000000002
-61.7821,0.060298
-61.772099999999995,0.05225800000000001
-61.762100000000004,0.045030000000000014
-61.7521,0.038592
-61.74209999999999,0.03293650000000001
-61.7321,0.027965299999999995
-61.7221,0.023676900000000004
-61.71210000000001,0.0199722
-61.7021,0.016815200000000002
-61.692099999999996,0.014112999999999994
-61.682100000000005,0.011820119999999998
-61.6721,0.009885640000000003
-61.662099999999995,0.008254410000000004
-61.652100000000004,0.006879819999999998
-61.6421,0.005721799999999999
-61.632099999999994,0.004753290000000003
-61.6221,0.003932159
-61.6121,0.0032408010000000006
-61.60210000000001,0.0026615669999999992
-61.5921,0.0021773919999999998
-61.5821,0.0017718509999999996
-61.572100000000006,0.0014329969
-61.5621,0.0011517996000000002
-61.552099999999996,0.0009194695
-61.542100000000005,0.0007292006000000001
-61.5321,0.0005725456000000001
-61.522099999999995,0.0004460106700000001
-61.512100000000004,0.00034564221000000004
-61.5021,0.00026444899000000003
-61.49209999999999,0.00020077834999999994
-61.4821,0.00015101804200000002
-61.4721,0.00011246803800000003
-61.46210000000001,8.293953700000001e-05
-61.4521,6.050203099999999e-05
-61.442099999999996,4.379370880000001e-05
-61.432100000000005,3.13503528e-05
-61.4221,2.2177298599999996e-05
-61.412099999999995,1.5543867180000005e-05
-61.402100000000004,1.0780571930000003e-05
-61.3921,7.39462401e-06
-61.382099999999994,5.020812200000001e-06
-61.3721,3.3748321500000007e-06
-61.3621,2.2436419020000006e-06
-61.35210000000001,1.4764862810000007e-06
-61.3421,9.607426391999997e-07
-61.3321,6.191485026999998e-07
-61.322100000000006,3.9317281056879993e-07
-61.3121,2.4830692833072e-07
-61.302099999999996,1.5479867319237996e-07
-61.292100000000005,9.546228611151999e-08
-61.2821,5.819365956372102e-08
-61.272099999999995,3.522895123687e-08
-61.262100000000004,2.1015585320700006e-08
-61.2521,1.24102698265534e-08
-61.24209999999999,7.249090643384602e-09
-61.2321,4.194853642907001e-09
-61.2221,2.4002179854796e-09
-61.21210000000001,1.35762649096055e-09
-61.2021,7.605237818197e-10
