,Mo_4dxy
-83.82079999999999,1.873655563458001e-09
-83.8108,2.8909065081449998e-09
-83.8008,4.4308688999559995e-09
-83.79079999999999,6.709186046931002e-09
-83.7808,1.002166625965e-08
-83.7708,1.48533552025e-08
-83.7608,2.1732596336269996e-08
-83.7508,3.144296106733001e-08
-83.7408,4.515170592806001e-08
-83.7308,6.393668106907998e-08
-83.7208,8.987683214059998e-08
-83.71079999999999,1.2458273061940007e-07
-83.7008,1.7101839879169993e-07
-83.6908,2.3209703786349997e-07
-83.68079999999999,3.12253341577e-07
-83.6708,4.135903700394999e-07
-83.6608,5.443928764491e-07
-83.65079999999999,7.089275159994e-07
-83.6408,9.114292468760001e-07
-83.6308,1.1604645063e-06
-83.6208,1.4600675594879996e-06
-83.6108,1.8186948516290004e-06
-83.60079999999999,2.2367500158779996e-06
-83.5908,2.732233972555e-06
-83.5808,3.2918359915990007e-06
-83.57079999999999,3.924606473099999e-06
-83.5608,4.6417352769399995e-06
-83.5508,5.421833403206998e-06
-83.54079999999999,6.245578731721e-06
-83.5308,7.13192195173e-06
-83.5208,8.060608443214e-06
-83.5108,9.019619695360005e-06
-83.5008,9.97993131781e-06
-83.4908,1.0908228289780003e-05
-83.4808,1.1814991629929995e-05
-83.4708,1.2638915618259997e-05
-83.46079999999999,1.3398270753740001e-05
-83.4508,1.4031350875270003e-05
-83.4408,1.453852639253e-05
-83.43079999999999,1.491770380502e-05
-83.4208,1.5128160212459998e-05
-83.4108,1.5171806113929998e-05
-83.40079999999999,1.5064123210060007e-05
-83.3908,1.4789918501189998e-05
-83.3808,1.4369505186750001e-05
-83.3708,1.3818583767980005e-05
-83.3608,1.3124178244849997e-05
-83.35079999999999,1.2342998878089998e-05
-83.3408,1.148924996916e-05
-83.3308,1.0569876008150002e-05
-83.32079999999999,9.621565696110005e-06
-83.3108,8.671755153551994e-06
-83.3008,7.722454921545999e-06
-83.29079999999999,6.8148694506930005e-06
-83.2808,5.929259851105002e-06
-83.2708,5.126656513443998e-06
-83.2608,4.36762156806e-06
-83.2508,3.692145984943e-06
-83.2408,3.0803339643750013e-06
-83.2308,2.5527344762180003e-06
-83.2208,2.0802786104430003e-06
-83.21079999999999,1.6816523369599996e-06
-83.2008,1.3439708555359997e-06
-83.1908,1.063402216032e-06
-83.18079999999999,8.333700821862999e-07
-83.1708,6.445493978353003e-07
-83.1608,4.937342967283e-07
-83.15079999999999,3.734772676609e-07
-83.1408,2.8061982649679984e-07
-83.1308,2.078277590423e-07
-83.1208,1.5253555716539998e-07
-83.1108,1.1066636614660004e-07
-83.10079999999999,7.943913129039996e-08
-83.0908,5.6340726209819994e-08
-83.0808,3.9663804243040005e-08
-83.07079999999999,2.7635809933059994e-08
-83.0608,1.892610134126999e-08
-83.0508,1.2870685135969999e-08
-83.04079999999999,8.671355033401002e-09
-83.0308,5.760357645146e-09
-83.0208,3.7975894585459984e-09
-83.0108,2.468831263805001e-09
-83.0008,1.5930061039420006e-09
-82.9908,1.0149461763969996e-09
-82.9808,6.403768306938e-10
-82.9708,3.988054165258e-10
-82.96079999999999,2.468496143480999e-10
-82.9508,1.504370950952e-10
-82.9408,9.093467217700002e-11
-82.93079999999999,5.422785723838e-11
-82.9208,3.2070392286600006e-11
-82.9108,1.875686813508e-11
-82.90079999999999,1.0845178837280005e-11
-82.8908,6.203484040085999e-12
-82.8808,3.5029433289239997e-12
-82.8708,1.9663943365999986e-12
-82.8608,1.0887516278920004e-12
-82.85079999999999,5.971033712118999e-13
-82.8408,3.2284986495430016e-13
-82.8308,1.7344119087450002e-13
-82.82079999999999,9.19895232159e-14
-82.8108,4.831479363361e-14
-82.8008,2.510517524871e-14
-82.79079999999999,1.2870584935969997e-14
-82.7808,6.540665661482999e-15
-82.7708,3.2912253413679997e-15
-82.7608,1.6331473153359997e-15
-82.7508,8.038684192020999e-16
-82.7408,3.903663762408e-16
-82.7308,1.882001723742e-16
-82.7208,8.966871583550001e-17
-82.71079999999999,0.0
-82.7008,0.0
-82.6908,0.0
