,Mo_3px
-83.82079999999999,8.348166915272103e-10
-83.8108,1.29146589689597e-09
-83.8008,1.9752551330125985e-09
-83.79079999999999,2.9911203394024995e-09
-83.7808,4.4644582823651975e-09
-83.7708,6.616189087191498e-09
-83.7608,9.696410776998296e-09
-83.7508,1.4049314247793998e-08
-83.7408,2.01351820757974e-08
-83.7308,2.859078753197e-08
-83.7208,4.012246654807399e-08
-83.71079999999999,5.561846449895402e-08
-83.7008,7.6350911534153e-08
-83.6908,1.0356325527692804e-07
-83.68079999999999,1.3905072834623492e-07
-83.6708,1.8485647749401106e-07
-83.6608,2.4303813653593495e-07
-83.65079999999999,3.1524560211112003e-07
-83.6408,4.068308375777601e-07
-83.6308,5.172164233717899e-07
-83.6208,6.510914285485101e-07
-83.6108,8.112048281352199e-07
-83.60079999999999,1.00055161418034e-06
-83.5908,1.2172318767646903e-06
-83.5808,1.4688728617656498e-06
-83.57079999999999,1.75351354339774e-06
-83.5608,2.06705459250895e-06
-83.5508,2.41387596803628e-06
-83.54079999999999,2.7832969450687002e-06
-83.5308,3.177424688491201e-06
-83.5208,3.5960968382238013e-06
-83.5108,4.016793255041501e-06
-83.5008,4.437889721991102e-06
-83.4908,4.858564888766701e-06
-83.4808,5.2729947451933e-06
-83.4708,5.6423537912417e-06
-83.46079999999999,5.980520816648999e-06
-83.4508,6.2493523912281005e-06
-83.4408,6.484145384983898e-06
-83.43079999999999,6.643177987608596e-06
-83.4208,6.7462284291629e-06
-83.4108,6.770776039506001e-06
-83.40079999999999,6.719259838727801e-06
-83.3908,6.589741536829399e-06
-83.3808,6.4058603737886e-06
-83.3708,6.166100739681702e-06
-83.3608,5.852923524776501e-06
-83.35079999999999,5.510330229134201e-06
-83.3408,5.118426682922701e-06
-83.3308,4.721975796308099e-06
-83.32079999999999,4.301080499496499e-06
-83.3108,3.860183072578901e-06
-83.3008,3.439287674766201e-06
-83.29079999999999,3.0428356951807e-06
-83.2808,2.650731260825201e-06
-83.2708,2.28383444493878e-06
-83.2608,1.9484864325114893e-06
-83.2508,1.64628951659733e-06
-83.2408,1.37196085423728e-06
-83.2308,1.1346647843703595e-06
-83.2208,9.2672753401337e-07
-83.21079999999999,7.5050706913418e-07
-83.2008,5.9871873570441e-07
-83.1908,4.749044576738199e-07
-83.18079999999999,3.703393910101301e-07
-83.1708,2.8838243155291e-07
-83.1608,2.2011182886224697e-07
-83.15079999999999,1.6678754439714102e-07
-83.1408,1.2502125692058094e-07
-83.1308,9.267275340032702e-08
-83.1208,6.797767120075202e-08
-83.1108,4.9348467498869987e-08
-83.10079999999999,3.542339157313602e-08
-83.0908,2.5159186957096693e-08
-83.0808,1.7659674996188e-08
-83.07079999999999,1.22753465383472e-08
-83.0608,8.4498862366195e-09
-83.0508,5.747426382919101e-09
-83.04079999999999,3.8599829525369e-09
-83.0308,2.57248717264289e-09
-83.0208,1.6936935833615102e-09
-83.0108,1.10169415884624e-09
-83.0008,7.1111440749543e-10
-82.9908,4.5381967432924e-10
-82.9808,2.859078874198999e-10
-82.9708,1.78241296583785e-10
-82.96079999999999,1.0995838767882298e-10
-82.9508,6.717036588551803e-11
-82.9408,4.043763005579601e-11
-82.93079999999999,2.4199280861893104e-11
-82.9208,1.4297195941684995e-11
-82.9108,8.3695889453352e-12
-82.90079999999999,4.831795088233601e-12
-82.8908,2.7587494818176e-12
-82.8808,1.5659429243990197e-12
-82.8708,8.767932911904699e-13
-82.8608,4.8563417485967e-13
-82.85079999999999,2.6532765971072007e-13
-82.8408,1.4440645963595505e-13
-82.8308,7.740177125179701e-14
-82.82079999999999,4.0974992863798013e-14
-82.8108,2.152791911868281e-14
-82.8008,1.1181394880913e-14
-82.79079999999999,5.7454253629181e-15
-82.7808,2.9131374441571995e-15
-82.7708,1.4647805237386398e-15
