,Mo_4dzx
-83.82079999999999,3.4498936100845e-08
-83.8108,5.311303537286001e-08
-83.8008,8.133401025882601e-08
-83.79079999999999,1.2295406580334394e-07
-83.7808,1.8413057794832999e-07
-83.7708,2.7218400155153005e-07
-83.7608,3.9994968792560013e-07
-83.7508,5.7806550357771e-07
-83.7408,8.2898576887564e-07
-83.7308,1.1763817918976002e-06
-83.7208,1.6487345085997298e-06
-83.71079999999999,2.2885786156123e-06
-83.7008,3.1390246979420997e-06
-83.6908,4.2622818378302e-06
-83.68079999999999,5.7274693096478e-06
-83.6708,7.609901194612301e-06
-83.6608,1.0008788153291097e-05
-83.65079999999999,1.30174494147246e-05
-83.6408,1.67381033006034e-05
-83.6308,2.1321374333536e-05
-83.6208,2.6917185716410996e-05
-83.6108,3.3456183340700985e-05
-83.60079999999999,4.1078430058074976e-05
-83.5908,5.0204446791335987e-05
-83.5808,6.0434078341293005e-05
-83.57079999999999,7.216760337213501e-05
-83.5608,8.5224875931334e-05
-83.5508,9.928583821895802e-05
-83.54079999999999,0.00011473009343272698
-83.5308,0.00013097713137336103
-83.5208,0.00014812569381760697
-83.5108,0.00016547637187442601
-83.5008,0.00018312715183252493
-83.4908,0.000200375616577603
-83.4808,0.000216823068318577
-83.4708,0.00023226886923184998
-83.46079999999999,0.0002459082239058099
-83.4508,0.00025754061594776
-83.4408,0.00026676822723500004
-83.43079999999999,0.00027438774257643005
-83.4208,0.00027739938055255014
-83.4108,0.00027960280527816007
-83.40079999999999,0.0002769956407356499
-83.3908,0.0002719804768329201
-83.3808,0.0002641596217775898
-83.3708,0.00025372917786243996
-83.3608,0.00024109316410799
-83.35079999999999,0.00022665298712011998
-83.3408,0.00021100676869294997
-83.3308,0.000194158910749175
-83.32079999999999,0.00017670834240269602
-83.3108,0.00015925726224542698
-83.3008,0.00014180878648910905
-83.29079999999999,0.00012495962774620298
-83.2808,0.00010911362531769096
-83.2708,9.4070688215834e-05
-83.2608,8.027071173210201e-05
-83.2508,6.7734897378705e-05
-83.2408,5.6502786981325e-05
-83.2308,4.6794283181001014e-05
-83.2208,3.8189770937861994e-05
-83.21079999999999,3.0868879868229006e-05
-83.2008,2.4690955162250992e-05
-83.1908,1.9536254867708e-05
-83.18079999999999,1.5304045491689904e-05
-83.1708,1.18440512805453e-05
-83.1608,9.066075044540802e-06
-83.15079999999999,6.8757715158929e-06
-83.1408,5.1508040678482005e-06
-83.1308,3.8179760826842e-06
-83.1208,2.798065493064599e-06
-83.1108,2.0318391373541595e-06
-83.10079999999999,1.4582041377361707e-06
-83.0908,1.03498041004247e-06
-83.0808,7.270939445564803e-07
-83.07079999999999,5.049533101986804e-07
-83.0608,3.4780108377966984e-07
-83.0508,2.3648081251827002e-07
-83.04079999999999,1.5905705013491704e-07
-83.0308,1.05904540758327e-07
-83.0208,6.980049145949402e-08
-83.0108,4.548057898418502e-08
-83.0008,2.9284246205332e-08
-82.9908,1.8653585659274e-08
-82.9808,1.1773818128995999e-08
-82.9708,7.3251054389050016e-09
-82.96079999999999,4.525029525141401e-09
-82.9508,2.769950244218399e-09
-82.9408,1.6688021330240202e-09
-82.93079999999999,9.9686604330319e-10
-82.9208,5.884944606944498e-10
-82.9108,3.4499258040884987e-10
-82.90079999999999,1.9917307566009708e-10
-82.8908,1.1392776971834299e-10
-82.8808,6.4565501812691e-11
-82.8708,3.6093922445153e-11
-82.8608,1.9997531027510103e-11
-82.85079999999999,1.0951512353122399e-11
-82.8408,5.937088231962799e-12
-82.8308,3.1891732628203997e-12
-82.82079999999999,1.68885180144931e-12
-82.8108,8.865502610369899e-13
-82.8008,4.603225056709702e-13
-82.79079999999999,2.3648081150815994e-13
-82.7808,1.2004546444577092e-13
-82.7708,6.0393603998652e-14
-82.7608,3.006625109071501e-14
-82.7508,1.4742487290372495e-14
-82.7408,7.188644685931298e-15
-82.7308,3.4519321713556e-15
