,Mo_4dzy
-62.393,1.38565e-10
-62.382999999999996,2.1909999999999995e-10
-62.37299999999999,3.444880000000001e-10
-62.363,5.341600000000001e-10
-62.352999999999994,8.202900000000003e-10
-62.343,1.2483600000000002e-09
-62.333,1.87997e-09
-62.32299999999999,2.8001299999999995e-09
-62.313,4.138400000000001e-09
-62.303,6.0553e-09
-62.29299999999999,8.771799999999998e-09
-62.283,1.25815e-08
-62.272999999999996,1.7884399999999998e-08
-62.26299999999999,2.5137000000000005e-08
-62.253,3.5126999999999994e-08
-62.242999999999995,4.8518e-08
-62.23299999999999,6.6405e-08
-62.223,9.011700000000001e-08
-62.212999999999994,1.2125099999999998e-07
-62.203,1.6162e-07
-62.193,2.1363e-07
-62.18299999999999,2.8032999999999997e-07
-62.173,3.6417999999999976e-07
-62.163,4.688199999999999e-07
-62.15299999999999,5.997499999999997e-07
-62.143,7.604199999999999e-07
-62.132999999999996,9.574099999999998e-07
-62.12299999999999,1.19462e-06
-62.113,1.4805000000000003e-06
-62.102999999999994,1.8205999999999996e-06
-62.093,2.2228e-06
-62.083,2.694200000000001e-06
-62.07299999999999,3.2394999999999996e-06
-62.063,3.8675e-06
-62.053,4.5846e-06
-62.04299999999999,5.3948e-06
-62.033,6.310199999999999e-06
-62.022999999999996,7.321899999999999e-06
-62.01299999999999,8.447600000000002e-06
-62.003,9.662200000000002e-06
-61.992999999999995,1.0986700000000006e-05
-61.98299999999999,1.241e-05
-61.973,1.3904000000000001e-05
-61.962999999999994,1.5473000000000002e-05
-61.953,1.711e-05
-61.943,1.8780999999999995e-05
-61.93299999999999,2.0475e-05
-61.923,2.2176e-05
-61.913,2.3793999999999996e-05
-61.90299999999999,2.5472000000000006e-05
-61.893,2.703900000000001e-05
-61.882999999999996,2.8455999999999993e-05
-61.87299999999999,2.9780000000000006e-05
-61.863,3.1005000000000006e-05
-61.852999999999994,3.205400000000001e-05
-61.843,3.2921e-05
-61.833,3.3609e-05
-61.82299999999999,3.407299999999999e-05
-61.813,3.4262000000000005e-05
-61.803,3.4299e-05
-61.79299999999999,3.4149699999999996e-05
-61.783,3.38093e-05
-61.772999999999996,3.31584e-05
-61.76299999999999,3.23902e-05
-61.753,3.1501399999999996e-05
-61.742999999999995,3.0311100000000002e-05
-61.73299999999999,2.9032800000000004e-05
-61.723,2.7610700000000003e-05
-61.712999999999994,2.608060000000001e-05
-61.703,2.4459799999999992e-05
-61.693,2.2777800000000007e-05
-61.68299999999999,2.1060799999999993e-05
-61.673,1.9312200000000008e-05
-61.663,1.7568199999999992e-05
-61.65299999999999,1.585897e-05
-61.643,1.418998e-05
-61.632999999999996,1.2610949999999993e-05
-61.62299999999999,1.109749e-05
-61.613,9.68716e-06
-61.602999999999994,8.35786e-06
-61.593,7.179019999999999e-06
-61.583,6.092050000000001e-06
-61.57299999999999,5.11736e-06
-61.563,4.257126999999999e-06
-61.553,3.516491e-06
-61.54299999999999,2.872921e-06
-61.533,2.3239169999999997e-06
-61.522999999999996,1.860970000000001e-06
-61.51299999999999,1.474394e-06
-61.503,1.1576894000000002e-06
-61.492999999999995,8.998435000000001e-07
-61.48299999999999,6.898292999999999e-07
-61.473,5.274141999999999e-07
-61.462999999999994,3.958831000000001e-07
-61.453,2.9519582e-07
-61.443,2.1778493999999998e-07
-61.43299999999999,1.5892636e-07
-61.423,1.1485679000000007e-07
-61.413,8.20953e-08
-61.40299999999999,5.803854099999998e-08
-61.393,4.060112e-08
-61.382999999999996,2.8108027999999995e-08
-61.37299999999999,1.9246764999999995e-08
-61.363,1.3037297500000003e-08
-61.352999999999994,8.751500600000001e-09
-61.343,5.801394100000001e-09
-61.333,3.8089936e-09
-61.32299999999999,2.474010829999999e-09
-61.313,1.5886242700000005e-09
-61.303,1.0092021499999998e-09
-61.29299999999999,6.339464799999999e-10
-61.283,3.9571768299999994e-10
-61.272999999999996,2.4301192e-10
-61.26299999999999,1.4795718100000002e-10
-61.253,8.915557599999998e-11
-61.242999999999995,5.306398080000001e-11
-61.23299999999999,3.128376770000001e-11
-61.223,1.8248962e-11
-61.212999999999994,1.0522819630000001e-11
-61.203,6.0017748899999985e-12
-61.193,3.3913014599999992e-12
-61.18299999999999,1.894510286e-12
-61.173,1.04541353269e-12
-61.163,5.7201654528e-13
-61.15299999999999,3.093204664279999e-13
-61.143,1.65384449653e-13
-61.132999999999996,8.7594162704e-14
-61.12299999999999,4.5773581953e-14
-61.113,2.3708969371e-14
-61.102999999999994,1.2147326555399998e-14
-61.093,6.166020690800001e-15
-61.083,3.08813485077e-15
-61.07299999999999,1.53125818665e-15
-61.063,7.5224082215e-16
-61.053,3.6483755768000014e-16
-61.04299999999999,1.7531855442199998e-16
