,Mo_4dzx
-62.393,1.38556e-10
-62.382999999999996,2.1909899999999994e-10
-62.37299999999999,3.444390000000001e-10
-62.363,5.341299999999999e-10
-62.352999999999994,8.204500000000004e-10
-62.343,1.2482700000000005e-09
-62.333,1.87979e-09
-62.32299999999999,2.80206e-09
-62.313,4.140400000000001e-09
-62.303,6.0569000000000005e-09
-62.29299999999999,8.7702e-09
-62.283,1.2581999999999996e-08
-62.272999999999996,1.7877499999999996e-08
-62.26299999999999,2.5157000000000005e-08
-62.253,3.509099999999999e-08
-62.242999999999995,4.848899999999999e-08
-62.23299999999999,6.642500000000001e-08
-62.223,9.015199999999997e-08
-62.212999999999994,1.21213e-07
-62.203,1.6162e-07
-62.193,2.1364000000000003e-07
-62.18299999999999,2.8009e-07
-62.173,3.6395999999999993e-07
-62.163,4.6910999999999994e-07
-62.15299999999999,5.9962e-07
-62.143,7.604999999999997e-07
-62.132999999999996,9.5712e-07
-62.12299999999999,1.1957200000000002e-06
-62.113,1.4816000000000003e-06
-62.102999999999994,1.8211999999999996e-06
-62.093,2.2230000000000006e-06
-62.083,2.6933e-06
-62.07299999999999,3.2396999999999997e-06
-62.063,3.868900000000001e-06
-62.053,4.583299999999999e-06
-62.04299999999999,5.3952000000000005e-06
-62.033,6.312999999999998e-06
-62.022999999999996,7.330500000000001e-06
-62.01299999999999,8.447200000000001e-06
-62.003,9.670600000000004e-06
-61.992999999999995,1.0987800000000002e-05
-61.98299999999999,1.2409999999999996e-05
-61.973,1.3907e-05
-61.962999999999994,1.5481e-05
-61.953,1.7123000000000002e-05
-61.943,1.8792999999999998e-05
-61.93299999999999,2.0475e-05
-61.923,2.2173999999999998e-05
-61.913,2.3896999999999995e-05
-61.90299999999999,2.5469e-05
-61.893,2.7022e-05
-61.882999999999996,2.8466999999999997e-05
-61.87299999999999,2.9791000000000007e-05
-61.863,3.0998000000000004e-05
-61.852999999999994,3.206600000000001e-05
-61.843,3.291e-05
-61.833,3.3620999999999995e-05
-61.82299999999999,3.4072e-05
-61.813,3.4292e-05
-61.803,3.432e-05
-61.79299999999999,3.416309999999999e-05
-61.783,3.3812000000000014e-05
-61.772999999999996,3.3169599999999995e-05
-61.76299999999999,3.2389200000000005e-05
-61.753,3.15007e-05
-61.742999999999995,3.0316200000000006e-05
-61.73299999999999,2.9037499999999998e-05
-61.723,2.7626e-05
-61.712999999999994,2.6091899999999993e-05
-61.703,2.4454699999999998e-05
