,H_1s
-62.351400000000005,6.33e-08
-62.3414,9.99e-08
-62.331399999999995,1.56e-07
-62.321400000000004,2.41e-07
-62.3114,3.68e-07
-62.301399999999994,5.56e-07
-62.2914,8.31e-07
-62.2814,1.23e-06
-62.27140000000001,1.8e-06
-62.2614,2.61e-06
-62.2514,3.75e-06
-62.241400000000006,5.32e-06
-62.2314,7.47e-06
-62.221399999999996,1.04e-05
-62.211400000000005,1.43e-05
-62.2014,1.94e-05
-62.191399999999994,2.62e-05
-62.181400000000004,3.49e-05
-62.1714,4.6e-05
-62.16140000000001,6e-05
-62.1514,7.75e-05
-62.1414,9.9e-05
-62.131400000000006,0.000125
-62.1214,0.000157
-62.111399999999996,0.000194
-62.101400000000005,0.000238
-62.0914,0.000288
-62.081399999999995,0.000346
-62.071400000000004,0.000411
-62.0614,0.000482
-62.051399999999994,0.000561
-62.0414,0.000645
-62.0314,0.000735
-62.02140000000001,0.000828
-62.0114,0.000924
-62.0014,0.00102
-61.991400000000006,0.00111
-61.9814,0.0012
-61.971399999999996,0.00129
-61.961400000000005,0.00136
-61.9514,0.00143
-61.941399999999994,0.00149
-61.931400000000004,0.00153
-61.9214,0.00155
-61.91140000000001,0.00156
-61.9014,0.00156
-61.8914,0.00154
-61.881400000000006,0.00151
-61.8714,0.00147
-61.861399999999996,0.00141
-61.851400000000005,0.00135
-61.8414,0.00128
-61.831399999999995,0.0012
-61.821400000000004,0.00112
-61.8114,0.00104
-61.801399999999994,0.000956
-61.7914,0.000875
-61.7814,0.000798
-61.77140000000001,0.000724
-61.7614,0.000655
-61.7514,0.00059
-61.741400000000006,0.00053
-61.7314,0.000475
-61.721399999999996,0.000425
-61.711400000000005,0.000379
-61.7014,0.000338
-61.691399999999994,0.0003
-61.681400000000004,0.000265
-61.6714,0.000234
-61.66140000000001,0.000206
-61.6514,0.00018
-61.6414,0.000157
-61.631400000000006,0.000136
-61.6214,0.000117
-61.611399999999996,9.99e-05
-61.601400000000005,8.48e-05
-61.5914,7.14e-05
-61.581399999999995,5.96e-05
-61.571400000000004,4.94e-05
-61.5614,4.05e-05
-61.551399999999994,3.3e-05
-61.5414,2.66e-05
-61.5314,2.12e-05
-61.52140000000001,1.68e-05
-61.5114,1.31e-05
-61.5014,1.02e-05
-61.491400000000006,7.78e-06
-61.4814,5.91e-06
-61.471399999999996,4.44e-06
