,Mo_4dzy
-62.351400000000005,7.978099999999999e-10
-62.3414,1.2702200000000004e-09
-62.331399999999995,1.99929e-09
-62.321400000000004,3.1176999999999976e-09
-62.3114,4.8135e-09
-62.301399999999994,7.3429e-09
-62.2914,1.10787e-08
-62.2814,1.656419999999999e-08
-62.27140000000001,2.4505700000000005e-08
-62.2614,3.587199999999998e-08
-62.2514,5.1955e-08
-62.241400000000006,7.435999999999996e-08
-62.2314,1.0551099999999993e-07
-62.221399999999996,1.4811900000000003e-07
-62.211400000000005,2.054270000000001e-07
-62.2014,2.8241e-07
-62.191399999999994,3.834700000000001e-07
-62.181400000000004,5.1663e-07
-62.1714,6.875700000000001e-07
-62.16140000000001,9.049400000000006e-07
-62.1514,1.17911e-06
-62.1414,1.5219900000000004e-06
-62.131400000000006,1.9434399999999993e-06
-62.1214,2.45367e-06
-62.111399999999996,3.0612000000000017e-06
-62.101400000000005,3.7912999999999975e-06
-62.0914,4.644999999999999e-06
-62.081399999999995,5.623300000000002e-06
-62.071400000000004,6.738200000000003e-06
-62.0614,7.9846e-06
-62.051399999999994,9.377699999999993e-06
-62.0414,1.0883999999999993e-05
-62.0314,1.25197e-05
-62.02140000000001,1.4234899999999996e-05
-62.0114,1.6039200000000007e-05
-62.0014,1.7869700000000003e-05
-61.991400000000006,1.972659999999999e-05
-61.9814,2.1562399999999985e-05
-61.971399999999996,2.3295400000000014e-05
-61.961400000000005,2.4954399999999993e-05
-61.9514,2.6448999999999997e-05
-61.941399999999994,2.7788000000000016e-05
-61.931400000000004,2.8907000000000013e-05
-61.9214,2.9777999999999985e-05
-61.91140000000001,3.0409000000000003e-05
-61.9014,3.082699999999999e-05
-61.8914,3.089299999999999e-05
-61.881400000000006,3.0754e-05
-61.8714,3.0377000000000007e-05
-61.861399999999996,2.9771999999999985e-05
-61.851400000000005,2.8987000000000026e-05
-61.8414,2.803420000000001e-05
-61.831399999999995,2.6947699999999996e-05
-61.821400000000004,2.576120000000001e-05
-61.8114,2.4510599999999985e-05
-61.801399999999994,2.3205099999999986e-05
-61.7914,2.1879599999999993e-05
-61.7814,2.0571899999999995e-05
-61.77140000000001,1.926269999999999e-05
-61.7614,1.7992299999999994e-05
-61.7514,1.6743899999999994e-05
-61.741400000000006,1.5539e-05
-61.7314,1.438110000000001e-05
-61.721399999999996,1.3250599999999996e-05
-61.711400000000005,1.2182700000000005e-05
-61.7014,1.1154599999999998e-05
-61.691399999999994,1.0159000000000006e-05
-61.681400000000004,9.20142e-06
-61.6714,8.296369999999997e-06
-61.66140000000001,7.436120000000004e-06
-61.6514,6.617740000000003e-06
-61.6414,5.850679999999998e-06
-61.631400000000006,5.129990000000001e-06
-61.6214,4.461519999999998e-06
-61.611399999999996,3.853110000000001e-06
-61.601400000000005,3.2940440000000018e-06
-61.5914,2.789821e-06
-61.581399999999995,2.3483110000000005e-06
-61.571400000000004,1.953825e-06
-61.5614,1.6098850000000009e-06
-61.551399999999994,1.3128960000000003e-06
-61.5414,1.0618649999999994e-06
-61.5314,8.484464999999995e-07
-61.52140000000001,6.7252e-07
-61.5114,5.271024000000001e-07
-61.5014,4.080463999999998e-07
-61.491400000000006,3.134648e-07
-61.4814,2.3817735e-07
-61.471399999999996,1.7890790999999991e-07
-61.461400000000005,1.3305281000000005e-07
-61.4514,9.788971999999998e-08
-61.441399999999994,7.126528e-08
-61.431400000000004,5.1300566999999995e-08
-61.4214,3.660767099999999e-08
-61.41140000000001,2.5796559999999988e-08
-61.4014,1.7975987999999998e-08
-61.3914,1.2405170999999994e-08
-61.381400000000006,8.467527000000002e-09
-61.3714,5.720697099999997e-09
