,S_2px
-62.8739,1.3091823999999991e-05
-62.863899999999994,2.0876690000000002e-05
-62.8539,3.300582999999999e-05
-62.8439,5.166452000000001e-05
-62.83389999999999,8.008085999999998e-05
-62.8239,0.0001229039
-62.8139,0.00018668240000000005
-62.803900000000006,0.00028129139999999995
-62.7939,0.0004194374000000001
-62.783899999999996,0.0006192359999999999
-62.773900000000005,0.0009057899999999999
-62.7639,0.0013122519999999999
-62.753899999999994,0.001883586000000001
-62.743900000000004,0.0026797580000000013
-62.7339,0.00377517
-62.72389999999999,0.0052699900000000004
-62.7139,0.007285689999999999
-62.7039,0.009982039999999996
-62.69389999999999,0.013556789999999999
-62.6839,0.018239699999999994
-62.673899999999996,0.0243171
-62.663900000000005,0.0321199
-62.6539,0.042070600000000014
-62.643899999999995,0.054578500000000016
-62.633900000000004,0.07022510000000001
-62.6239,0.089515
-62.613899999999994,0.113131
-62.6039,0.141746
-62.5939,0.17602699999999996
-62.58389999999999,0.21666399999999994
-62.5739,0.26424999999999993
-62.5639,0.3195709999999999
-62.553900000000006,0.3832360000000001
-62.5439,0.4555200000000001
-62.533899999999996,0.53695
-62.523900000000005,0.62673
-62.5139,0.72602
-62.503899999999994,0.8332499999999998
-62.493900000000004,0.9481899999999995
-62.4839,1.0700399999999999
-62.47389999999999,1.1959700000000006
-62.4639,1.3261900000000004
-62.4539,1.4570299999999998
-62.44389999999999,1.5871899999999985
-62.4339,1.7134000000000007
-62.423899999999996,1.8334000000000006
-62.413900000000005,1.9437999999999986
-62.4039,2.044299999999999
-62.393899999999995,2.1288000000000005
-62.383900000000004,2.1982999999999997
-62.3739,2.248800000000001
-62.363899999999994,2.281200000000001
-62.3539,2.2914000000000008
-62.3439,2.281100000000001
-62.33389999999999,2.2494
-62.3239,2.1985
-62.3139,2.128880000000001
-62.303900000000006,2.04257
-62.2939,1.9410600000000018
-62.283899999999996,1.8287499999999988
-62.273900000000005,1.705199999999999
-62.2639,1.5756199999999998
-62.253899999999994,1.44189
-62.243900000000004,1.306480000000001
-62.2339,1.1738999999999993
-62.22389999999999,1.0432100000000002
-62.2139,0.91894
-62.2039,0.8015899999999996
-62.19389999999999,0.6922579999999997
-62.1839,0.5920399999999999
-62.173899999999996,0.5018170000000001
-62.163900000000005,0.4208870000000001
-62.1539,0.3495400000000001
-62.143899999999995,0.287466
-62.133900000000004,0.23411700000000002
-62.1239,0.18879400000000007
-62.113899999999994,0.15060829999999992
-62.1039,0.11906130000000004
-62.0939,0.09314959999999999
-62.08389999999999,0.07215730000000002
-62.0739,0.055352300000000014
-62.0639,0.04200040000000001
-62.053900000000006,0.0315577
-62.0439,0.023471149999999996
-62.033899999999996,0.017284279999999996
-62.023900000000005,0.012595209999999999
-62.0139,0.009085900000000001
-62.003899999999994,0.006488964000000002
-61.993900000000004,0.004585261999999998
-61.9839,0.003208303999999999
-61.97389999999999,0.002221274000000001
