,S_2py
-62.149499999999996,6.816399999999999e-05
-62.139500000000005,0.00010937100000000001
-62.1295,0.00017355599999999984
-62.119499999999995,0.0002726090000000001
-62.109500000000004,0.00042383000000000053
-62.0995,0.0006517400000000002
-62.089499999999994,0.0009918300000000008
-62.0795,0.0014937999999999993
-62.0695,0.002222929999999999
-62.05949999999999,0.0032803700000000016
-62.0495,0.004783299999999999
-62.0395,0.006903400000000008
-62.029500000000006,0.009856700000000005
-62.0195,0.013916199999999995
-62.009499999999996,0.019459000000000008
-61.999500000000005,0.026960499999999984
-61.9895,0.03686200000000002
-61.979499999999994,0.04993500000000005
-61.969500000000004,0.066917
-61.9595,0.08873299999999995
-61.94949999999999,0.11642899999999995
-61.9395,0.15096099999999998
-61.9295,0.19397799999999993
-61.919500000000006,0.2466069999999999
-61.9095,0.3100999999999996
-61.899499999999996,0.3860199999999995
-61.889500000000005,0.4750900000000003
-61.8795,0.5789099999999998
-61.869499999999995,0.6977299999999999
-61.859500000000004,0.8319299999999996
-61.8495,0.9816599999999998
-61.839499999999994,1.1461100000000006
-61.8295,1.322939999999998
-61.8195,1.5129700000000021
-61.80949999999999,1.712080000000002
-61.7995,1.9168999999999956
-61.7895,2.1216999999999984
-61.779500000000006,2.323700000000001
-61.7695,2.5157000000000003
-61.759499999999996,2.698200000000002
-61.749500000000005,2.8630999999999984
-61.7395,3.0036000000000036
-61.729499999999994,3.1221000000000014
-61.719500000000004,3.2101999999999973
-61.7095,3.261899999999999
-61.69949999999999,3.286599999999998
-61.6895,3.2680999999999965
-61.6795,3.2186999999999966
-61.669500000000006,3.140599999999997
-61.6595,3.027199999999996
-61.649499999999996,2.8879000000000024
-61.639500000000005,2.7251000000000043
-61.6295,2.5435999999999996
-61.619499999999995,2.351499999999999
-61.609500000000004,2.1491999999999973
-61.5995,1.9445999999999994
-61.589499999999994,1.7415000000000023
-61.5795,1.5416400000000006
-61.5695,1.350549999999998
-61.55949999999999,1.1709699999999992
-61.5495,1.0043299999999995
-61.5395,0.85217
-61.529500000000006,0.7154799999999993
-61.5195,0.5944700000000003
-61.509499999999996,0.4887400000000004
-61.499500000000005,0.3973199999999998
-61.4895,0.31962
-61.479499999999994,0.25453
-61.469500000000004,0.20033999999999977
-61.4595,0.15623799999999988
-61.44949999999999,0.12044599999999987
-61.4395,0.09188799999999991
-61.4295,0.06935100000000005
-61.419500000000006,0.05178100000000005
-61.4095,0.038251000000000014
-61.399499999999996,0.027985
-61.389500000000005,0.020217300000000014
-61.3795,0.01445089999999999
-61.369499999999995,0.01025340000000001
-61.359500000000004,0.007180899999999997
-61.3495,0.004977200000000004
-61.339499999999994,0.0034132999999999985
-61.3295,0.002316200000000002
-61.3195,0.001553829999999999
-61.30949999999999,0.0010321999999999996
-61.2995,0.0006783899999999995
-61.2895,0.0004409999999999997
-61.279500000000006,0.00028378999999999986
-61.2695,0.0001805970000000001
-61.259499999999996,0.00011369000000000006
-61.249500000000005,7.083000000000004e-05
-61.2395,4.3663000000000005e-05
-61.229499999999994,2.662100000000003e-05
-61.219500000000004,1.6058600000000016e-05
-61.2095,9.590199999999998e-06
-61.19949999999999,5.664800000000002e-06
-61.1895,3.3099999999999975e-06
-61.1795,1.9144399999999984e-06
-61.169500000000006,1.0947299999999992e-06
-61.1595,6.196200000000003e-07
-61.149499999999996,3.4695e-07
-61.139500000000005,1.9225999999999992e-07
-61.1295,1.0535099999999987e-07
-61.119499999999995,5.714499999999998e-08
-61.109500000000004,3.0660599999999964e-08
-61.0995,1.6289600000000007e-08
