,Mo_4dxy
-62.149499999999996,6.657600000000005e-06
-62.139500000000005,1.0697999999999998e-05
-62.1295,1.7051e-05
-62.119499999999995,2.6871e-05
-62.109500000000004,4.1912e-05
-62.0995,6.465699999999997e-05
-62.089499999999994,9.873000000000003e-05
-62.0795,0.00014914000000000003
-62.0695,0.00022265999999999996
-62.05949999999999,0.0003293399999999998
-62.0495,0.00048172
-62.0395,0.0006974500000000001
-62.029500000000006,0.0009988000000000002
-62.0195,0.0014134000000000002
-62.009499999999996,0.0019823000000000006
-61.999500000000005,0.002751000000000001
-61.9895,0.003774099999999999
-61.979499999999994,0.005124200000000001
-61.969500000000004,0.006886800000000002
-61.9595,0.009151
-61.94949999999999,0.012033
-61.9395,0.015655999999999996
-61.9295,0.020165000000000002
-61.919500000000006,0.025681
-61.9095,0.032353000000000014
-61.899499999999996,0.040339
-61.889500000000005,0.049756999999999975
-61.8795,0.060748000000000024
-61.869499999999995,0.073346
-61.859500000000004,0.08772000000000003
-61.8495,0.10363000000000004
-61.839499999999994,0.12121999999999994
-61.8295,0.14031
-61.8195,0.16054000000000004
-61.80949999999999,0.18184
-61.7995,0.20382999999999993
-61.7895,0.22593999999999997
-61.779500000000006,0.2478199999999999
-61.7695,0.26906000000000013
-61.759499999999996,0.28885
-61.749500000000005,0.30694999999999995
-61.7395,0.32277
-61.729499999999994,0.3355499999999999
-61.719500000000004,0.3454100000000001
-61.7095,0.3515300000000001
-61.69949999999999,0.35414999999999996
-61.6895,0.35310999999999987
-61.6795,0.34794000000000025
-61.669500000000006,0.33949999999999986
-61.6595,0.3275600000000003
-61.649499999999996,0.31278999999999996
-61.639500000000005,0.29542000000000007
-61.6295,0.27625
-61.619499999999995,0.25549000000000005
-61.609500000000004,0.23385000000000006
-61.5995,0.21160999999999996
-61.589499999999994,0.18944000000000003
-61.5795,0.1678899999999999
-61.5695,0.14721000000000004
-61.55949999999999,0.12770999999999996
-61.5495,0.10970999999999992
-61.5395,0.09315000000000004
-61.529500000000006,0.07818400000000003
-61.5195,0.065029
-61.509499999999996,0.053408000000000046
-61.499500000000005,0.043452
-61.4895,0.03496
-61.479499999999994,0.02784799999999999
-61.469500000000004,0.021939999999999998
-61.4595,0.017106000000000007
-61.44949999999999,0.013200000000000003
-61.4395,0.0100628
-61.4295,0.007608500000000002
-61.419500000000006,0.005675300000000002
-61.4095,0.0041938999999999995
-61.399499999999996,0.0030662000000000003
-61.389500000000005,0.0022168000000000005
-61.3795,0.0015865999999999999
-61.369499999999995,0.0011227200000000002
-61.359500000000004,0.0007878400000000003
