,S_2py
-83.7565,1.7205848977661437e-06
-83.7465,2.658356144090219e-06
-83.73649999999999,4.0750417655426726e-06
-83.7265,6.15782355166469e-06
-83.7165,9.22669718747178e-06
-83.70649999999999,1.3643912019089469e-05
-83.6965,1.994288012692546e-05
-83.6865,2.8978063394489215e-05
-83.67649999999999,4.151545715725779e-05
-83.6665,5.886126983058006e-05
-83.6565,8.260702012352199e-05
-83.64649999999999,0.00011460371515051848
-83.6365,0.000156966178073493
-83.6265,0.00021311191162519367
-83.6165,0.0002867633326059179
-83.6065,0.00038154417880160513
-83.59649999999999,0.0005010751400838691
-83.5865,0.0006520062319685504
-83.5765,0.0008381558873036567
-83.56649999999999,0.0010675605532798312
-83.5565,0.0013442542682065932
-83.5465,0.001674284520971778
-83.53649999999999,0.0020646624537440394
-83.5265,0.0025074439108487894
-83.5165,0.0030326132383589597
-83.5065,0.0036102208281634206
-83.4965,0.004268221395160533
-83.48649999999999,0.0049785367604260064
-83.4765,0.005749329996654917
-83.4665,0.0065703346426563445
-83.45649999999999,0.007425533285415049
-83.4465,0.008290920748606708
-83.4365,0.00917633316339961
-83.42649999999999,0.010031652872562542
-83.4165,0.010866763812577843
-83.4065,0.01163147357731097
-83.39649999999999,0.012315681390829067
-83.3865,0.012909274995076441
-83.3765,0.01338213994268091
-83.3665,0.013714233071675365
-83.3565,0.013905429913374834
-83.34649999999999,0.013955788638746075
-83.3365,0.013845109223195286
-83.3265,0.013593544355126164
-83.31649999999999,0.013221152493650424
-83.3065,0.012688076212282719
-83.2965,0.012074157946869467
-83.28649999999999,0.011349712236902879
-83.2765,0.010564939202345207
-83.2665,0.00971977973801185
-83.2565,0.008854393663720398
-83.2465,0.007969005466738403
-83.23649999999999,0.007113631515751911
-83.2265,0.006268460628311651
-83.2165,0.005461544660292343
-83.20649999999999,0.004708885430455068
-83.1965,0.0040166639971543645
-83.1865,0.003394835303133864
-83.17649999999999,0.0028353913881832287
-83.1665,0.002340372230103228
-83.1565,0.0019157427928140618
-83.14649999999999,0.0015414937789843494
-83.1365,0.0012365972472096433
-83.1265,0.0009780080941691979
-83.1165,0.0007657056098363826
-83.1065,0.0005930391941425178
-83.09649999999999,0.00045418877815984663
-83.0865,0.0003441140432275355
-83.0765,0.00025798400435431444
-83.06649999999999,0.00019157427916030386
-83.0565,0.00014016112750141367
-83.0465,0.00010182548149379746
-83.03649999999999,7.304841372046588e-05
-83.0265,5.18988918690657e-05
-83.0165,3.640407329181292e-05
-83.0065,2.533557836420847e-05
-82.9965,1.7366940684117433e-05
-82.98649999999999,1.1842714538126155e-05
-82.9765,7.968959335216056e-06
-82.9665,5.298567879483714e-06
-82.95649999999999,3.4874557862600908e-06
-82.9465,2.277974938207791e-06
-82.9365,1.4660027407240512e-06
-82.92649999999999,9.347398901440506e-07
-82.9165,5.886167013359123e-07
-82.9065,3.66856884560229e-07
-82.89649999999999,2.2639195097162788e-07
-82.8865,1.3834947908555346e-07
-82.8765,8.351344270396842e-08
-82.8665,4.9946973622742373e-08
-82.8565,2.9461229919634654e-08
-82.84649999999999,1.7225989221097488e-08
-82.8365,9.971231535081398e-09
-82.8265,5.7050151283967435e-09
-82.81649999999999,3.229836877561571e-09
-82.8065,1.8111053924316206e-09
-82.7965,1.0021504325641045e-09
-82.78649999999999,5.491744162991315e-10
-82.7765,2.974283662900878e-10
