,Mo_3pz
-84.4652,1.407230015872e-09
-84.4552,2.17169218815e-09
-84.4452,3.3214185265940004e-09
-84.4352,5.019764742942e-09
-84.4252,7.509769613396e-09
-84.4152,1.1142377760105e-08
-84.40520000000001,1.6302871612822e-08
-84.3952,2.3612731611859998e-08
-84.3852,3.383269031037999e-08
-84.3752,4.796728627576002e-08
-84.3652,6.731292259474999e-08
-84.3552,9.336754637606e-08
-84.3452,1.2845328175527e-07
-84.3352,1.7388143487870002e-07
-84.3252,2.3409694596659998e-07
-84.3152,3.10551401202e-07
-84.3052,4.085863078907001e-07
-84.2952,5.310771562714999e-07
-84.2852,6.833389066622e-07
-84.2752,8.723770194085e-07
-84.26520000000001,1.0959947547975002e-06
-84.2552,1.3666442931142997e-06
-84.2452,1.6779824646743996e-06
-84.2352,2.0500425697767e-06
-84.2252,2.4698207684510014e-06
-84.2152,2.943288001188e-06
-84.2052,3.4775439373659997e-06
-84.1952,4.058498276993999e-06
-84.1852,4.6880899197910005e-06
-84.1752,5.351378265419e-06
-84.1652,6.047821013093001e-06
-84.15520000000001,6.760356961784005e-06
-84.1452,7.50640331067e-06
-84.1352,8.184787558726e-06
-84.1252,8.861134004471003e-06
-84.1152,9.472821147144e-06
-84.1052,1.0015439285641003e-05
-84.0952,1.0494053818180003e-05
-84.0852,1.0889250744392e-05
-84.0752,1.1162771663182e-05
-84.0652,1.1365168474074996e-05
-84.0552,1.1365838276821e-05
-84.0452,1.1294474670968002e-05
-84.0352,1.1091708057300001e-05
-84.0252,1.0757514335582002e-05
-84.01520000000001,1.0351626907144003e-05
-84.0052,9.833675672119e-06
-83.9952,9.266391131940998e-06
-83.9852,8.593706587998004e-06
-83.9752,7.916326241207999e-06
-83.9652,7.2366107929330005e-06
-83.9552,6.500864643841e-06
-83.9452,5.791299495458001e-06
-83.9352,5.105918048460999e-06
-83.9252,4.452022103812999e-06
-83.9152,3.836522862139e-06
-83.90520000000001,3.2748116236469992e-06
-83.8952,2.766798688745e-06
-83.8852,2.3076047576189993e-06
-83.8752,1.9081096502197005e-06
-83.8652,1.5563459964259996e-06
-83.8552,1.2582207260615002e-06
-83.8452,1.0077836088267998e-06
-83.8352,7.982224044347999e-07
-83.8252,6.242402826016001e-07
-83.8152,4.829973930033e-07
-83.8052,3.7006101527159995e-07
-83.7952,2.8053752915129986e-07
