,Mo_4dx2-y2
-84.4652,3.1741492126756003e-09
-84.4552,4.8990492442614e-09
-84.4452,7.5075182862458e-09
-84.4352,1.13460395927733e-08
-84.4252,1.6996360702996405e-08
-84.4152,2.5151579692990997e-08
-84.40520000000001,3.687069680911e-08
-84.3952,5.339018139530899e-08
-84.3852,7.6538974614437e-08
-84.3752,1.08440202349391e-07
-84.3652,1.52135851798682e-07
-84.3552,2.1125020829201998e-07
-84.3452,2.8988409227761004e-07
-84.3352,3.9313445896575e-07
-84.3252,5.2766905777961e-07
-84.3152,7.027830529163499e-07
-84.3052,9.238536547791901e-07
-84.2952,1.1992840366079401e-06
-84.2852,1.5454167277978598e-06
-84.2752,1.9665918437836e-06
-84.26520000000001,2.4756324678299997e-06
-84.2552,3.0844563194118002e-06
-84.2452,3.7936654447638007e-06
-84.2352,4.6238798444301005e-06
-84.2252,5.5890929380917e-06
-84.2152,6.653081546374103e-06
-84.2052,7.862146338590799e-06
-84.1952,9.1760577254899e-06
-84.1852,1.059520298572e-05
-84.1752,1.20965546593201e-05
-84.1652,1.36813907548537e-05
-84.15520000000001,1.5276864532399595e-05
-84.1452,1.6892048819746904e-05
-84.1352,1.8497856316085006e-05
-84.1252,2.0021569400397008e-05
-84.1152,2.1439064280352e-05
-84.1052,2.2699539505336992e-05
-84.0952,2.377468964384801e-05
-84.0852,2.4650008274045002e-05
-84.0752,2.525609619643699e-05
-84.0652,2.5630844310105e-05
-84.0552,2.5715158613148003e-05
-84.0452,2.552742990585601e-05
-84.0352,2.5068767989446998e-05
-84.0252,2.4358268164025002e-05
-84.01520000000001,2.3399837430673005e-05
-84.0052,2.2252777579531996e-05
-83.9952,2.0917595642517002e-05
-83.9852,1.9478592240848003e-05
-83.9752,1.7914397335826e-05
-83.9652,1.6309426478880493e-05
-83.9552,1.4683143491224199e-05
-83.9452,1.3095971534581001e-05
-83.9352,1.1533565179456903e-05
-83.9252,1.00527527868754e-05
-83.9152,8.675860588000802e-06
-83.90520000000001,7.403784462680999e-06
-83.8952,6.2360739117844e-06
-83.8852,5.210031765184402e-06
-83.8752,4.308876023042899e-06
-83.8652,3.518497354977101e-06
-83.8552,2.8488940611128e-06
-83.8452,2.2773750508393003e-06
-83.8352,1.8018733799570009e-06
-83.8252,1.4097921460549901e-06
-83.8152,1.09275108875756e-06
-83.8052,8.362976686757301e-07
-83.7952,6.340076604725701e-07
-83.7852,4.7548575386282003e-07
-83.7752,3.5184671549768994e-07
-83.76520000000001,2.5839675016202e-07
-83.7552,1.8747994305408998e-07
-83.7452,1.3471223907653505e-07
-83.7352,9.5530406394404e-08
-83.7252,6.715449728218904e-08
-83.7152,4.6594649655773e-08
-83.7052,3.2075937338901e-08
-83.6952,2.1814116774141e-08
-83.6852,1.4681120150919092e-08
-83.6752,9.770892176640602e-09
-83.6652,6.443599018268799e-09
-83.65520000000001,4.197799518635901e-09
-83.6452,2.698753285814e-09
-83.6352,1.7206128660489603e-09
-83.6252,1.08443202350391e-09
-83.6152,6.757615699965399e-10
-83.6052,4.173288068261299e-10
-83.5952,2.5505224805049996e-10
-83.5852,1.5411499256051297e-10
-83.5752,9.1973933766317e-11
-83.5652,5.4429318727944e-11
-83.5552,3.178379522886199e-11
-83.5452,1.8373342152241002e-11
-83.5352,1.05116133232835e-11
-83.5252,5.964083441185e-12
-83.51520000000001,3.3326009282090002e-12
-83.5052,1.8457452964972997e-12
-83.4952,1.00937186789975e-12
-83.4852,5.4847579145155e-13
-83.4752,2.9404864443957996e-13
-83.4652,1.5579045473244396e-13
-83.4552,8.175650990362401e-14
-83.4452,4.2421980007237004e-14
-83.4352,2.1814016763928004e-14
-83.4252,1.1094701613246798e-14
-83.4152,5.5682296975480004e-15
-83.40520000000001,2.7675428982353997e-15
