,Mo_4dz2
-84.4652,4.062273166209007e-07
-84.4552,6.284462435003185e-07
-84.4452,9.612714918852151e-07
-84.4352,1.4579812052306881e-06
-84.4252,2.171940889988463e-06
-84.4152,3.217693688075939e-06
-84.40520000000001,4.715862664323256e-06
-84.3952,6.837493859623707e-06
-84.3852,9.793743582774506e-06
-84.3752,1.3876103031310699e-05
-84.3652,1.950703085398344e-05
-84.3552,2.704848208605281e-05
-84.3452,3.710355149009162e-05
-84.3352,5.03765585585124e-05
-84.3252,6.76712366429419e-05
-84.3152,8.999309882970384e-05
-84.3052,0.00011864961294427476
-84.2952,0.0001538414854642809
-84.2852,0.0001980828303947989
-84.2752,0.00025137976629199474
-84.26520000000001,0.0003167384487034069
-84.2552,0.0003951654095836617
-84.2452,0.0004866666954314064
-84.2352,0.0005932544308794626
-84.2252,0.0007149226289118864
-84.2152,0.0008526772301680669
-84.2052,0.0010055188924133793
-84.1952,0.0011764347604078095
-84.1852,0.0013574250024702076
-84.1752,0.0015484770050897701
-84.1652,0.0017495901983445587
-84.15520000000001,0.001960754619541374
-84.1452,0.0021618787477212047
-84.1352,0.002362992567906609
-84.1252,0.002564045153828178
-84.1152,0.0027450349634899653
-84.1052,0.002905960928770782
-84.0952,0.003046704782527575
-84.0852,0.003157323514765307
-84.0752,0.0032377576294445923
-84.0652,0.003278003524363937
-84.0552,0.003298067166521087
-84.0452,0.003267942581104675
-84.0352,0.0032076330489197785
-84.0252,0.0031170782589921312
-84.01520000000001,0.0029964555876081265
-84.0052,0.0028456521975950026
-83.9952,0.0026747245221816645
-83.9852,0.002493673478394929
-83.9752,0.0022925605803411513
-83.9652,0.002091446464173529
-83.9552,0.001880332010975599
-83.9452,0.0016792182148998862
-83.9352,0.001478104998355408
-83.9252,0.0012870537393485722
-83.9152,0.001116094482098699
-83.90520000000001,0.0009482030919278319
-83.8952,0.0008003927510164297
-83.8852,0.0006686689430902979
-83.8752,0.0005520296782551804
-83.8652,0.0004514749139235611
-83.8552,0.0003649985281701042
-83.8452,0.000291602477091793
-83.8352,0.00023126827356097202
-83.8252,0.0001809899727519035
-83.8152,0.00013976720329765148
-83.8052,0.00010758778036242008
-83.7952,8.114545262729134e-05
-83.7852,6.083348938938701e-05
-83.7752,4.514748838125311e-05
-83.76520000000001,3.3081281418909725e-05
-83.7552,2.4031782885584774e-05
-83.7452,1.719465880827432e-05
-83.7352,1.2267429786481562e-05
-83.7252,8.597146090025735e-06
-83.7152,5.972790296822061e-06
-83.7052,4.112521927007137e-06
-83.6952,2.795343061431615e-06
-83.6852,1.8803317109745962e-06
-83.6752,1.2468674139755881e-06
-83.6652,8.235166240308536e-07
-83.65520000000001,5.369449350404836e-07
-83.6452,3.4589324329021016e-07
-83.6352,2.202065502524701e-07
-83.6252,1.38761060443127e-07
-83.6152,8.667516866369572e-08
-83.6052,5.349328180124656e-08
-83.5952,3.26788254898186e-08
-83.5852,1.970826893811048e-08
-83.5752,1.1764354247095279e-08
-83.5652,6.958173537223748e-09
-83.5552,4.0723335692197215e-09
-83.5452,2.3529301265379398e-09
-83.5352,1.3473632628244595e-09
-83.5252,7.621823783321693e-10
-83.51520000000001,4.263386756264209e-10
-83.5052,2.362991964786094e-10
-83.4952,1.2971148059827044e-10
-83.4852,7.018483269498732e-11
-83.4752,3.760664351063413e-11
-83.4652,2.0009510813280756e-11
-83.4552,1.0457479414895822e-11
-83.4452,5.439822870959303e-12
-83.4352,2.795342961430611e-12
-83.4252,1.417795332869722e-12
