,Mo_4dxy
-83.2678,4.722265237699198e-09
-83.2578,7.298223070098999e-09
-83.2478,1.1161851363449598e-08
-83.2378,1.6865480388109093e-08
-83.2278,2.5346692316152996e-08
-83.2178,3.741030721542388e-08
-83.20779999999999,5.478697900135799e-08
-83.1978,7.932062190662399e-08
-83.1878,1.13666301467398e-07
-83.17779999999999,1.6120599745661303e-07
-83.1678,2.2690408622736797e-07
-83.1578,3.1281080416133596e-07
-83.14779999999999,4.313461950876101e-07
-83.1378,5.846835656337505e-07
-83.1278,7.850363289400698e-07
-83.1178,1.0446276262325495e-06
-83.1078,1.3717605075477598e-06
-83.09779999999999,1.784644692374841e-06
-83.0878,2.28975431177196e-06
-83.0778,2.92330629015525e-06
-83.06779999999999,3.67969894058785e-06
-83.0578,4.579404495500899e-06
-83.0478,5.6423910529405e-06
-83.03779999999999,6.889259773274902e-06
-83.0278,8.299886956636e-06
-83.0178,9.894583283080998e-06
-83.0078,1.1673140892575903e-05
-82.9978,1.36356629940064e-05
-82.9878,1.574136396936741e-05
-82.9778,1.796948654661971e-05
-82.9678,2.0321259234183298e-05
-82.95779999999999,2.269325989432699e-05
-82.9478,2.5145340753391704e-05
-82.9378,2.73952206023053e-05
-82.92779999999999,2.9643969569677702e-05
-82.9178,3.189125655391871e-05
-82.9078,3.373065042501719e-05
-82.89779999999999,3.536545106153402e-05
-82.8878,3.65934274230271e-05
-82.8778,3.7613869198236316e-05
-82.8678,3.80269760875515e-05
-82.8578,3.822801774939289e-05
-82.84779999999999,3.80236143046802e-05
-82.8378,3.7207065653832595e-05
-82.8278,3.618536189648202e-05
-82.81779999999999,3.47542438731977e-05
-82.8078,3.311660208410059e-05
-82.7978,3.107446697245091e-05
-82.78779999999999,2.89264693468598e-05
-82.7778,2.6577299848246303e-05
-82.7678,2.4325219449242593e-05
-82.7578,2.1873018709298896e-05
-82.7478,1.945103836018421e-05
-82.7378,1.71518698526718e-05
-82.7278,1.4944159805669495e-05
-82.7178,1.2899604592659097e-05
-82.70779999999999,1.0998591301544206e-05
-82.6978,9.281262592954998e-06
-82.6878,7.748246077731594e-06
-82.67779999999999,6.3989737255290995e-06
-82.6678,5.233647856244399e-06
-82.6578,4.2317850497384e-06
-82.64779999999999,3.393380219761852e-06
-82.6378,2.678077186134771e-06
-82.6278,2.1055197595079815e-06
-82.6178,1.623142709730259e-06
-82.6078,1.2429622654999502e-06
-82.59779999999999,9.424199225088303e-07
-82.5878,7.0529871562517e-07
-82.5778,5.233637826244399e-07
-82.56779999999999,3.8433600242414303e-07
-82.5578,2.7804565608609205e-07
-82.5478,2.0004235349430603e-07
-82.53779999999999,1.4208080294371793e-07
-82.5278,9.9763143445759e-08
-82.5178,6.930539534195399e-08
-82.5078,4.763312858481699e-08
-82.4978,3.250276395441411e-08
-82.4878,2.1872918469117902e-08
-82.4778,1.4514801269195502e-08
-82.4678,9.5673579271217e-09
-82.45779999999999,6.2350264125313e-09
-82.4478,4.006942216060139e-09
-82.4378,2.5553726421165805e-09
-82.42779999999999,1.6130599765671299e-09
-82.4178,1.0058145356029695e-09
-82.4078,6.2145292422332e-10
-82.39779999999999,3.782099358441909e-10
-82.3878,2.2896721976489393e-10
-82.3778,1.36763885152865e-10
-82.3678,8.0751250530348e-11
-82.3578,4.7225172777421995e-11
-82.34779999999999,2.739155861940291e-11
-82.3378,1.5619005417736107e-11
-82.3278,8.851882975597498e-12
-82.31779999999999,4.9474132215716e-12
-82.3078,2.7394610181964216e-12
-82.2978,1.5025789857180697e-12
-82.28779999999999,8.136681974103604e-13
-82.2778,4.3746447619377e-13
-82.2678,2.3103415761992086e-13
-82.2578,1.216362630033669e-13
-82.2478,6.316888633949199e-14
-82.2378,3.2502553754304085e-14
-82.2278,1.6467723231705103e-14
-82.2178,8.279479726241894e-15
-82.20779999999999,4.109310517758178e-15
-82.1978,2.0238528282752095e-15
-82.1878,9.853556691752506e-16
-82.17779999999999,4.742844497998501e-16
-82.1678,2.2489797941505607e-16
-82.1578,0.0
-82.14779999999999,0.0
-82.1378,0.0
-82.1278,0.0
-82.1178,0.0
-82.1078,0.0
-82.09779999999999,0.0
-82.0878,0.0
-82.0778,0.0
