,Mo_1s
-83.2678,3.372295841911999e-09
-83.2578,5.211460290325002e-09
-83.2478,7.971118792689995e-09
-83.2378,1.2078654085769996e-08
-83.2278,1.8057069437830003e-08
-83.2178,2.6752836111469988e-08
-83.20779999999999,3.9239065702469995e-08
-83.1978,5.671453927281003e-08
-83.1878,8.12404843519e-08
-83.17779999999999,1.1527149727419997e-07
-83.1678,1.6186491508910001e-07
-83.1578,2.2440765015289994e-07
-83.14779999999999,3.0959960973889996e-07
-83.1378,4.1795304043510036e-07
-83.1278,5.610442476411999e-07
-83.1178,7.479714284789994e-07
-83.1078,9.810492151169993e-07
-83.09779999999999,1.2773792086400005e-06
-83.0878,1.6431937912679996e-06
-83.0778,2.090775089175e-06
-83.06779999999999,2.6333647804919997e-06
-83.0578,3.280206240417e-06
-83.0478,4.046510922127e-06
-83.03779999999999,4.935400625745e-06
-83.0278,5.947406871275004e-06
-83.0178,7.081738798809999e-06
-83.0078,8.359193878549997e-06
-82.9978,9.748677090020001e-06
-82.9878,1.125108953325e-05
-82.9778,1.287561809776e-05
-82.9678,1.4531351173490002e-05
-82.95779999999999,1.624800619989e-05
-82.9478,1.7965154526430004e-05
-82.9378,1.966099812243e-05
-82.92779999999999,2.127582702725001e-05
-82.9178,2.277792931025001e-05
-82.9078,2.4126808591190013e-05
-82.89779999999999,2.5291437358820003e-05
-82.8878,2.6211128402989986e-05
-82.8778,2.6865363613289995e-05
-82.8678,2.725374001911e-05
-82.8578,2.7345855920609995e-05
-82.84779999999999,2.7151522717500003e-05
-82.8378,2.6660920209980005e-05
-82.8278,2.5904767598250012e-05
-82.81779999999999,2.4892960892889997e-05
-82.8078,2.3666706243979998e-05
-82.7978,2.225642187228e-05
-82.78779999999999,2.0693308348340005e-05
-82.7778,1.904787570306999e-05
-82.7678,1.735152078677001e-05
-82.7578,1.5634474750289994e-05
-82.7478,1.3918028844139994e-05
-82.7378,1.2262799288529998e-05
-82.7278,1.0699271684490006e-05
-82.7178,9.227673402039995e-06
-82.70779999999999,7.878701501190005e-06
-82.6978,6.6526507021500036e-06
