,Mo_4dz2
-62.526399999999995,4.89e-07
-62.516400000000004,7.629999999999999e-07
-62.5064,1.182e-06
-62.496399999999994,1.8079999999999999e-06
-62.4864,2.738e-06
-62.4764,4.1e-06
-62.46639999999999,6.089999999999999e-06
-62.4564,8.930000000000001e-06
-62.4464,1.297e-05
-62.436400000000006,1.863e-05
-62.4264,2.65e-05
-62.416399999999996,3.73e-05
-62.406400000000005,5.18e-05
-62.3964,7.14e-05
-62.386399999999995,9.75e-05
-62.376400000000004,0.0001316
-62.3664,0.0001756
-62.356399999999994,0.0002319
-62.3464,0.000303
-62.3364,0.000392
-62.32639999999999,0.000502
-62.3164,0.0006360000000000001
-62.3064,0.0007970000000000001
-62.296400000000006,0.0009889999999999999
-62.2864,0.001214
-62.276399999999995,0.001474
-62.266400000000004,0.0017720000000000001
-62.2564,0.002108
-62.246399999999994,0.002483
-62.2364,0.002891
-62.2264,0.00334
-62.21639999999999,0.0038000000000000004
-62.2064,0.0043
-62.1964,0.0048000000000000004
-62.186400000000006,0.00529
-62.1764,0.0058000000000000005
-62.166399999999996,0.006279999999999999
-62.156400000000005,0.006729999999999999
-62.1464,0.007130000000000001
-62.136399999999995,0.00748
-62.126400000000004,0.007769999999999999
-62.1164,0.007980000000000001
-62.106399999999994,0.00813
-62.0964,0.00816
-62.0864,0.00813
-62.07639999999999,0.00801
-62.0664,0.007819999999999999
-62.0564,0.007549999999999999
-62.046400000000006,0.007209999999999999
-62.0364,0.006799999999999999
-62.026399999999995,0.00637
-62.016400000000004,0.005899999999999999
-62.0064,0.00539
-61.996399999999994,0.00489
-61.9864,0.00439
-61.9764,0.00389
-61.96639999999999,0.00341
-61.9564,0.002973
-61.9464,0.0025570000000000002
-61.936400000000006,0.002176
-61.9264,0.001833
-61.916399999999996,0.0015270000000000001
-61.906400000000005,0.00126
-61.8964,0.001029
-61.886399999999995,0.00083
-61.876400000000004,0.000664
-61.8664,0.0005239999999999999
-61.856399999999994,0.00041
-61.8464,0.00031800000000000003
-61.8364,0.0002436
-61.82639999999999,0.0001848
-61.8164,0.0001387
-61.8064,0.00010290000000000001
-61.796400000000006,7.56e-05
-61.7864,5.4999999999999995e-05
-61.776399999999995,3.95e-05
-61.766400000000004,2.8139999999999998e-05
-61.7564,1.982e-05
-61.746399999999994,1.38e-05
-61.7364,9.53e-06
-61.7264,6.5e-06
-61.71639999999999,4.39e-06
-61.7064,2.9309999999999996e-06
-61.6964,1.937e-06
-61.686400000000006,1.267e-06
-61.6764,8.2e-07
-61.666399999999996,5.250000000000001e-07
-61.656400000000005,3.33e-07
-61.6464,2.086e-07
-61.636399999999995,1.294e-07
-61.626400000000004,7.93e-08
-61.6164,4.82e-08
-61.606399999999994,2.898e-08
-61.5964,1.723e-08
-61.5864,1.014e-08
