,Mo_4dzy
-84.51979999999999,2.0023701013117998e-08
-84.5098,3.0951237481078996e-08
-84.4998,4.733232971148002e-08
-84.4898,7.162260614781e-08
-84.4798,1.0714263431485997e-07
-84.46979999999999,1.5873971755929004e-07
-84.4598,2.3243543763464994e-07
-84.4498,3.3688030787283996e-07
-84.43979999999999,4.825800631810998e-07
-84.4298,6.834250342782999e-07
-84.4198,9.587275831359e-07
-84.40979999999999,1.3318209655018e-06
-84.3998,1.8272966864386001e-06
-84.3898,2.4813148828282016e-06
-84.3798,3.3365911818155996e-06
-84.3698,4.431355931645e-06
-84.35979999999999,5.825938529819002e-06
-84.3498,7.582808249961001e-06
-84.3398,9.746184615123002e-06
-84.32979999999999,1.2416624558616002e-05
-84.3198,1.5600427508862996e-05
-84.3098,1.9440087206853996e-05
-84.29979999999999,2.3958158464372006e-05
-84.2898,2.9200413011266996e-05
-84.2798,3.5217522340809994e-05
-84.26979999999999,4.1919419991700004e-05
-84.2598,4.950615261437e-05
-84.2498,5.791791050748e-05
-84.2398,6.677310054788997e-05
-84.2298,7.621139551682001e-05
-84.21979999999999,8.621257399126002e-05
-84.2098,9.653579050779999e-05
-84.1998,0.00010647889819634
-84.18979999999999,0.00011660059658197999
-84.1798,0.00012625978575440993
-84.1698,0.00013503520660482996
-84.15979999999999,0.00014330458492462007
-84.1498,0.00015000649172017995
-84.1398,0.00015532013076940997
-84.1298,0.00015918507188869996
-84.1198,0.00016179810614695998
-84.10979999999999,0.00016220103436496996
-84.0998,0.00016099596272974002
-84.0898,0.00015807778915027002
-84.07979999999999,0.00015348851382697
-84.0698,0.00014749125855181998
-84.0598,0.00014032712355045
-84.04979999999999,0.00013201532091505002
-84.0398,0.00012281835994903
-84.0298,0.00011291728657740001
-84.01979999999999,0.00010277556909105993
-84.0098,9.259276356241003e-05
-83.9998,8.254965905506996e-05
-83.9898,7.280922821233998e-05
-83.9798,6.343246948541e-05
-83.96979999999999,5.465822490031998e-05
-83.9598,4.672851156371999e-05
-83.9498,3.944343619934102e-05
-83.93979999999999,3.2823316415685984e-05
