,Mo_4dz2
-84.51979999999999,4.1123939157349005e-07
-84.5098,6.364580864372199e-07
-84.4998,9.732890234001404e-07
-84.4898,1.4679805267243799e-06
-84.4798,2.2019801281214003e-06
-84.46979999999999,3.2576943065359e-06
-84.4598,4.775981120363002e-06
-84.4498,6.9176122848872e-06
-84.43979999999999,9.923879249536095e-06
-84.4298,1.4076699233640893e-05
-84.4198,1.970702756258999e-05
-84.40979999999999,2.7348475491419977e-05
-84.3998,3.7604131352571e-05
-84.3898,5.107713940962801e-05
-84.3798,6.857239060837101e-05
-84.3698,9.109488112631398e-05
-84.35979999999999,0.000119649572704828
-84.3498,0.00015584745150373785
-84.3398,0.00020008874072308005
-84.32979999999999,0.0002553856359581299
-84.3198,0.0003207445167905399
-84.3098,0.00040017150363483
-84.29979999999999,0.0004926785201631601
-84.2898,0.0006002599449700098
-84.2798,0.0007239341972328805
-84.26979999999999,0.0008636890489571997
-84.2598,0.0010155364551334301
-84.2498,0.0011864343083318601
-84.2398,0.00137748430497879
-84.2298,0.0015685363579659496
-84.21979999999999,0.0017696497094696003
-84.2098,0.0019807639955760027
-84.1998,0.0021918782827929006
-84.18979999999999,0.0023930518470067002
-84.1798,0.0025941040788856995
-84.1698,0.0027750942471413994
-84.15979999999999,0.0029459606030454977
-84.1498,0.003086763570292099
-84.1398,0.0031973813895661003
-84.1298,0.0032778152788652997
-84.1198,0.0033280641864828005
-84.10979999999999,0.0033381248568092
-84.0998,0.003308000238852401
-84.0898,0.0032476709612077014
-84.07979999999999,0.0031571358265758027
-84.0698,0.0030365163376738983
-84.0598,0.0028856516284026007
-84.04979999999999,0.002714723534184501
-84.0398,0.0025237326386134
-84.0298,0.0023226196137216995
-84.01979999999999,0.0021115056265052987
-84.0098,0.0019003313365876001
-83.9998,0.0016992171537826002
-83.9898,0.0014981044159820198
-83.9798,0.0013071130376072302
-83.96979999999999,0.0011261117553731496
-83.9598,0.0009602147368991404
-83.9498,0.0008104045647876
-83.93979999999999,0.0006766744862271502
-83.9298,0.0005590375111571697
-83.9198,0.0004564807143155599
-83.90979999999999,0.00036900432232990987
-83.8998,0.00029560224683743
-83.8898,0.00023326820580529998
-83.8798,0.00018299589807001997
-83.8698,0.00014176713446908406
-83.85979999999999,0.00010858953885040199
-83.8498,8.224663567163504e-05
-83.8398,6.163467493317997e-05
-83.82979999999999,4.5648070201446e-05
-83.8198,3.348188835151801e-05
-83.8098,2.4332375019824002e-05
-83.79979999999999,1.7494653861973008e-05
-83.7898,1.23674243425015e-05
-83.7798,8.707321375732407e-06
-83.76979999999999,6.052848509036701e-06
-83.7598,4.1625798390373025e-06
-83.7498,2.825342383769999e-06
-83.7398,1.9003310361873997e-06
-83.7298,1.266866995020019e-06
-83.71979999999999,8.345344550754201e-07
-83.7098,5.429507394671802e-07
-83.6998,3.498993214724199e-07
