,Mo_1s
-83.3039,3.372451782595999e-09
-83.2939,5.242069262098e-09
-83.28389999999999,8.001330550908999e-09
-83.2739,1.2108972403196997e-08
-83.26389999999999,1.8117806698920003e-08
-83.25389999999999,2.6814085102065e-08
-83.2439,3.924073182226e-08
-83.23389999999999,5.701763470236001e-08
-83.2239,8.154571383624e-08
-83.2139,1.1557466023622998e-07
-83.20389999999999,1.6217315775502e-07
-83.1939,2.2511799666326995e-07
-83.1839,3.0961315354106e-07
-83.17389999999999,4.199817563788e-07
-83.1639,5.640851889288e-07
-83.1539,7.480235331875999e-07
-83.14389999999999,9.840807563346997e-07
-83.1339,1.2804021015387e-06
-83.12389999999999,1.6472663020094997e-06
-83.11389999999999,2.0958682228992e-06
-83.1039,2.6385096774787003e-06
-83.09389999999999,3.280372197851e-06
-83.0839,4.0466977513820006e-06
-83.0739,4.935708686923001e-06
-83.06389999999999,5.947216614850999e-06
-83.0539,7.102051584917999e-06
-83.0439,8.369416167436e-06
-83.03389999999999,9.779202432137e-06
-83.0239,1.1281707328876002e-05
-83.01389999999999,1.2906137027106003e-05
-83.00389999999999,1.4571983086660002e-05
-82.9939,1.6298831536820997e-05
-82.98389999999999,1.8015780307192002e-05
-82.9739,1.9712027296992998e-05
-82.9639,2.1336657375700004e-05
-82.95389999999999,2.2838871642217002e-05
-82.9439,2.4198044276093003e-05
-82.9339,2.5342583956466003e-05
-82.92389999999999,2.6272468582577e-05
-82.9139,2.6936704394061e-05
-82.9039,2.7324890591092993e-05
-82.89389999999999,2.7416906162696003e-05
-82.8839,2.7212563209217995e-05
-82.87389999999999,2.6722259030892997e-05
-82.86389999999999,2.5955806147113e-05
-82.8539,2.4944096859232e-05
-82.84389999999999,2.3717652317583003e-05
-82.8339,2.2307454712829e-05
-82.8239,2.0754237155301e-05
-82.81389999999999,1.9098804056284996e-05
-82.8039,1.7392155626219003e-05
-82.7939,1.5665296965753007e-05
-82.78389999999999,1.3948750635607e-05
-82.7739,1.2293316726675998e-05
-82.76389999999999,1.07294878888e-05
-82.75389999999999,9.258087482932e-06
-82.7439,7.899013118988e-06
-82.73389999999999,6.652462537309998e-06
-82.7239,5.569137998015e-06
-82.7139,4.598639280968001e-06
-82.70389999999999,3.7604374901700006e-06
-82.6939,3.0370009144742e-06
-82.6839,2.4289861647658e-06
-82.67389999999999,1.9221432918449003e-06
-82.6639,1.5041975494842998e-06
-82.6539,1.1649181485039997e-06
-82.64389999999999,8.920923746960999e-07
-82.6339,6.754681029009001e-07
-82.62389999999999,5.058435589203002e-07
-82.61389999999999,3.76038739017e-07
-82.6039,2.754973526509299e-07
-82.59389999999999,1.9987886102051e-07
-82.5839,1.4347237392676003e-07
-82.5739,1.018808061939e-07
-82.56389999999999,7.163063696109e-08
-82.5539,4.966617247606e-08
-82.5439,3.433229330237e-08
-82.53389999999999,2.3257850049689e-08
-82.5239,1.5654996535606e-08
-82.51389999999999,1.0423026923337998e-08
-82.50389999999999,6.8668021607e-09
-82.4939,4.475713178614e-09
-82.48389999999999,2.8775980616856002e-09
-82.4739,1.8342652413046e-09
-82.4639,1.1567666223645e-09
-82.45389999999999,7.204574446959002e-10
-82.4439,4.4451106783820003e-10
-82.4339,2.7181961378664e-10
-82.42389999999999,1.6411359498962e-10
-82.4139,9.809904282629998e-11
-82.4039,5.794084602028e-11
-82.39389999999999,3.392522094670001e-11
-82.3839,1.9589408214995997e-11
-82.37389999999999,1.1210091557346001e-11
-82.36389999999999,6.345996641752001e-12
-82.3539,3.556046462532e-12
-82.34389999999999,1.9681123306568e-12
-82.3339,1.0790801709802e-12
