,H_1s
-62.280899999999995,5.17e-11
-62.270900000000005,9.44e-11
-62.2609,1.71e-10
-62.250899999999994,3.05e-10
-62.2409,5.4e-10
-62.2309,9.46e-10
-62.22090000000001,1.64e-09
-62.2109,2.81e-09
-62.2009,4.77e-09
-62.190900000000006,8e-09
-62.1809,1.33e-08
-62.170899999999996,2.18e-08
-62.160900000000005,3.55e-08
-62.1509,5.71e-08
-62.140899999999995,9.1e-08
-62.130900000000004,1.43e-07
-62.1209,2.23e-07
-62.11090000000001,3.45e-07
-62.1009,5.26e-07
-62.0909,7.94e-07
-62.08090000000001,1.19e-06
-62.0709,1.75e-06
-62.0609,2.56e-06
-62.050900000000006,3.71e-06
-62.0409,5.31e-06
-62.030899999999995,7.53e-06
-62.020900000000005,1.06e-05
-62.0109,1.46e-05
-62.000899999999994,2.01e-05
-61.9909,2.73e-05
-61.9809,3.66e-05
-61.97090000000001,4.87e-05
-61.9609,6.4e-05
-61.9509,8.33e-05
-61.940900000000006,0.000107
-61.9309,0.000137
-61.920899999999996,0.000172
-61.910900000000005,0.000215
-61.9009,0.000265
-61.890899999999995,0.000323
-61.880900000000004,0.00039
-61.8709,0.000466
-61.86090000000001,0.000551
-61.8509,0.000644
-61.8409,0.000745
-61.83090000000001,0.000853
-61.8209,0.000966
-61.8109,0.00108
-61.800900000000006,0.0012
-61.7909,0.00132
-61.780899999999995,0.00143
-61.770900000000005,0.00153
-61.7609,0.00163
-61.750899999999994,0.00171
-61.7409,0.00178
-61.7309,0.00183
-61.72090000000001,0.00186
-61.7109,0.00187
-61.7009,0.00186
-61.690900000000006,0.00184
-61.6809,0.00179
-61.670899999999996,0.00173
-61.660900000000005,0.00165
-61.6509,0.00156
-61.640899999999995,0.00145
-61.630900000000004,0.00134
-61.6209,0.00123
-61.61090000000001,0.00111
-61.6009,0.000993
-61.5909,0.000879
-61.58090000000001,0.00077
-61.5709,0.000667
-61.5609,0.000571
-61.550900000000006,0.000485
-61.5409,0.000406
-61.530899999999995,0.000337
-61.520900000000005,0.000277
-61.5109,0.000225
-61.500899999999994,0.000181
-61.4909,0.000144
-61.4809,0.000113
-61.47090000000001,8.8e-05
-61.4609,6.78e-05
-61.4509,5.16e-05
-61.440900000000006,3.89e-05
-61.4309,2.9e-05
-61.420899999999996,2.14e-05
-61.410900000000005,1.56e-05
-61.4009,1.13e-05
-61.390899999999995,8.04e-06
-61.380900000000004,5.68e-06
-61.3709,3.97e-06
-61.36090000000001,2.75e-06
-61.3509,1.88e-06
-61.3409,1.27e-06
-61.33090000000001,8.51e-07
-61.3209,5.64e-07
-61.3109,3.7e-07
-61.300900000000006,2.4e-07
-61.2909,1.54e-07
-61.280899999999995,9.76e-08
-61.270900000000005,6.13e-08
-61.2609,3.8e-08
-61.250899999999994,2.34e-08
-61.2409,1.42e-08
-61.2309,8.55e-09
-61.22090000000001,5.09e-09
-61.2109,2.99e-09
-61.2009,1.74e-09
-61.190900000000006,1e-09
-61.1809,5.73e-10
-61.170899999999996,3.23e-10
-61.160900000000005,1.8e-10
-61.1509,9.95e-11
-61.140899999999995,5.43e-11
-61.130900000000004,2.93e-11
-61.1209,1.57e-11
-61.11090000000001,8.29e-12
-61.1009,4.34e-12
-61.0909,2.25e-12
-61.08090000000001,1.15e-12
-61.0709,5.83e-13
-61.0609,2.92e-13
-61.050900000000006,1.45e-13
-61.0409,7.07e-14
-61.030899999999995,3.43e-14
-61.020900000000005,1.62e-14
-61.0109,1.66e-15
-61.000899999999994,3.65e-16
-60.9909,1.75e-16
-60.9809,0.0
-60.97090000000001,0.0
-60.9609,0.0
-60.9509,0.0
