,S_2px
-62.280899999999995,2.231808499999999e-05
-62.270900000000005,3.575753200000002e-05
-62.2609,5.6751916999999994e-05
-62.250899999999994,8.907913999999996e-05
-62.2409,0.00013835694000000003
-62.2309,0.00021268986
-62.22090000000001,0.00032353947000000004
-62.2109,0.0004868715000000005
-62.2009,0.0007258314999999999
-62.190900000000006,0.0010705985999999999
-62.1809,0.0015624831999999998
-62.170899999999996,0.0022576176999999993
-62.160900000000005,0.003227551
-62.1509,0.004565093999999999
-62.140899999999995,0.006400056
-62.130900000000004,0.008875283000000005
-62.1209,0.012186449999999998
-62.11090000000001,0.016557879999999997
-62.1009,0.022276469999999996
-62.0909,0.02966732
-62.08090000000001,0.039105929999999976
-62.0709,0.051041490000000016
-62.0609,0.06599820000000003
-62.050900000000006,0.08450549999999997
-62.0409,0.10715719999999998
-62.030899999999995,0.1345114
-62.020900000000005,0.16720379999999999
-62.0109,0.20591910000000002
-62.000899999999994,0.25109299999999996
-61.9909,0.30341000000000007
-61.9809,0.3631229999999999
-61.97090000000001,0.43059799999999987
-61.9609,0.5060419999999999
-61.9509,0.5894620000000003
-61.940900000000006,0.68016
-61.9309,0.7768930000000002
-61.920899999999996,0.8800799999999998
-61.910900000000005,0.9898199999999998
-61.9009,1.1029199999999997
-61.890899999999995,1.2174000000000005
-61.880900000000004,1.3337700000000003
-61.8709,1.448169999999999
-61.86090000000001,1.5590799999999991
-61.8509,1.6653000000000004
-61.8409,1.7647200000000012
-61.83090000000001,1.853570000000002
-61.8209,1.9362599999999999
-61.8109,2.00138
-61.800900000000006,2.054799999999999
-61.7909,2.0947000000000005
-61.780899999999995,2.1180000000000003
-61.770900000000005,2.124600000000001
-61.7609,2.1138000000000003
-61.750899999999994,2.088600000000001
-61.7409,2.049399999999999
-61.7309,1.9942000000000009
-61.72090000000001,1.925099999999998
-61.7109,1.8465000000000023
-61.7009,1.7549300000000014
-61.690900000000006,1.6558999999999984
-61.6809,1.5505699999999991
-61.670899999999996,1.4407000000000003
-61.660900000000005,1.3278399999999997
-61.6509,1.2137299999999998
-61.640899999999995,1.1003099999999995
-61.630900000000004,0.9898800000000001
-61.6209,0.8825200000000004
-61.61090000000001,0.7808399999999998
-61.6009,0.6846400000000004
-61.5909,0.5950899999999998
-61.58090000000001,0.5133859999999999
-61.5709,0.43827399999999994
-61.5609,0.371154
-61.550900000000006,0.31150100000000003
-61.5409,0.25905399999999984
-61.530899999999995,0.21352
-61.520900000000005,0.17432599999999993
-61.5109,0.1410625000000001
-61.500899999999994,0.11303049999999996
-61.4909,0.08974820000000003
-61.4809,0.07057449999999997
-61.47090000000001,0.0549742
-61.4609,0.04240019999999997
-61.4509,0.03240730000000001
-61.440900000000006,0.02451507
-61.4309,0.018362389999999992
-61.420899999999996,0.013623570000000008
-61.410900000000005,0.010005620000000007
-61.4009,0.0072739200000000006
-61.390899999999995,0.005239128999999998
-61.380900000000004,0.003733571
-61.3709,0.0026357510000000004
-61.36090000000001,0.001841168
-61.3509,0.0012731052
-61.3409,0.0008712669999999999
-61.33090000000001,0.0005904464
-61.3209,0.0003960648999999997
-61.3109,0.0002628029700000001
-61.300900000000006,0.0001726782399999999
-61.2909,0.00011229725
-61.280899999999995,7.226781999999997e-05
-61.270900000000005,4.6031154999999984e-05
-61.2609,2.9021961000000004e-05
-61.250899999999994,1.8108978000000012e-05
-61.2409,1.1177920999999998e-05
-61.2309,6.831807299999998e-06
-61.22090000000001,4.131071500000001e-06
-61.2109,2.4713435999999997e-06
-61.2009,1.463857300000001e-06
-61.190900000000006,8.580972700000002e-07
-61.1809,4.9755727e-07
-61.170899999999996,2.8528090999999994e-07
-61.160900000000005,1.6209272400000005e-07
-61.1509,9.107403699999996e-08
-61.140899999999995,5.063774299999998e-08
-61.130900000000004,2.785263341846999e-08
-61.1209,1.5165581659020002e-08
-61.11090000000001,8.169685747140001e-09
-61.1009,4.353550774172998e-09
-61.0909,2.295890242081001e-09
-61.08090000000001,1.1988005737269999e-09
-61.0709,6.182688467456002e-10
-61.0609,3.14692891703824e-10
-61.050900000000006,1.591565763930649e-10
-61.0409,7.95422475930307e-11
-61.030899999999995,3.9274028545172204e-11
-61.020900000000005,1.8935907245761997e-11
-61.0109,8.613730187009369e-12
-61.000899999999994,3.75090074896204e-12
-60.9909,1.4274166041921199e-12
-60.9809,0.0
-60.97090000000001,0.0
-60.9609,0.0
-60.9509,0.0
-60.940900000000006,0.0
-60.9309,0.0
-60.920899999999996,0.0
-60.910900000000005,0.0
-60.9009,0.0
