,Mo_4dxy
-62.280899999999995,2.1370157999999998e-06
-62.270900000000005,3.4378999999999985e-06
-62.2609,5.478809999999999e-06
-62.250899999999994,8.630723000000001e-06
-62.2409,1.3447656000000005e-05
-62.2309,2.0681139999999997e-05
-62.22090000000001,3.169739e-05
-62.2109,4.7769930000000014e-05
-62.2009,7.144286999999998e-05
-62.190900000000006,0.00010570169999999998
-62.1809,0.00015473750000000001
-62.170899999999996,0.00022434709999999994
-62.160900000000005,0.00032109909999999996
-62.1509,0.00045573089999999977
-62.140899999999995,0.0006412149999999999
-62.130900000000004,0.000891089
-62.1209,0.001226232
-62.11090000000001,0.0016703389999999999
-62.1009,0.0022478300000000006
-62.0909,0.003004230000000001
-62.08090000000001,0.00397154
-62.0709,0.005206489999999999
-62.0609,0.006738939999999999
-62.050900000000006,0.0086418
-62.0409,0.010976249999999998
-62.030899999999995,0.013808599999999999
-62.020900000000005,0.017200700000000006
-62.0109,0.0212525
-62.000899999999994,0.025951100000000008
-61.9909,0.03145110000000002
-61.9809,0.0376537
-61.97090000000001,0.0447175
-61.9609,0.05255699999999999
-61.9509,0.06136200000000003
-61.940900000000006,0.07095000000000001
-61.9309,0.08117300000000001
-61.920899999999996,0.092089
-61.910900000000005,0.10369500000000008
-61.9009,0.11568600000000005
-61.890899999999995,0.127871
-61.880900000000004,0.14019399999999996
-61.8709,0.15249
-61.86090000000001,0.16442
-61.8509,0.17593000000000003
-61.8409,0.18658000000000002
-61.83090000000001,0.19648999999999997
-61.8209,0.20509
-61.8109,0.21248999999999987
-61.800900000000006,0.2183499999999999
-61.7909,0.22275000000000006
-61.780899999999995,0.22552999999999995
-61.770900000000005,0.22658999999999996
-61.7609,0.2258400000000001
-61.750899999999994,0.22347
-61.7409,0.2192199999999998
-61.7309,0.21373000000000003
-61.72090000000001,0.20657999999999999
-61.7109,0.19816
-61.7009,0.18866
-61.690900000000006,0.17826999999999998
-61.6809,0.16719000000000003
-61.670899999999996,0.15545000000000006
-61.660900000000005,0.14333
-61.6509,0.13118999999999995
-61.640899999999995,0.11910599999999998
-61.630900000000004,0.107232
-61.6209,0.09574099999999999
-61.61090000000001,0.08471200000000004
-61.6009,0.07437200000000002
-61.5909,0.064746
-61.58090000000001,0.05584500000000001
-61.5709,0.04775300000000001
-61.5609,0.04046509999999998
-61.550900000000006,0.0340076
-61.5409,0.028285599999999994
-61.530899999999995,0.023340800000000005
-61.520900000000005,0.0190684
-61.5109,0.015438200000000004
